input_row_key,input_company_name,input_main_country_code,input_main_country,input_main_region,input_main_city,matched_veridion_id,matched_company_name,company_legal_names,main_country_code,main_country,main_region,main_city,main_postcode,main_street,main_street_number,linkedin_url,website_url,match_score,match_status,review_needed
177,ERP DENMARK ApS,DK,Denmark,Region Of Southern Denmark,Nyborg,33a00afc-f81d-11ed-8ed0-97e170af3960,Batteriindsamling ERP Denmark ApS.,Batteriindsamling ERP Denmark ApS.,DK,Denmark,Region Of Southern Denmark,Nyborg,5800,Falstervej,7,,http://erp-recycling.dk/?opi=79508299&sa=U&ved=0ahUKEwjzgJOUh7GMAxWCKlkFHZLZL3QQ61gIEigP&usg=AOvVaw0PPZ0r6uBXnllr0sJE3Krs,90.0,Matched,False
178,Estel Technologies Private Limited,IN,India,Haryana,Gurugram District,e87217f9-93e4-11eb-8ad6-7326edce8d21,Estel Technologies,Estel Technologies Pvt. Ltd.,IN,India,Haryana,Gurugram,122001,Service Road,,https://www.linkedin.com/company/estel-technologies,https://esteltelecom.com/,100.0,Matched,False
179,EUTELSAT S.A.,FR,France,Ile-de-France,Paris,45dbaaf8-93e5-11eb-8e19-198fb02d6f96,EUTELSAT IGO,,FR,France,Ile-de-France,Paris,75015,Avenue Du Maine,33,https://fr.linkedin.com/company/eutelsatigo,https://www.eutelsatigo.int/en/home/,100.0,Matched,False
180,Ework Group AB (Publ),SE,Sweden,Stockholm County,Stockholm,8674cc02-93e4-11eb-be5a-4f810ab55f2e,Ework Group,Ework Group AB.,SE,Sweden,Stockholm County,Stockholm,111 20,Vasagatan,16,https://www.linkedin.com/company/ework,https://www.eworkgroup.com/,100.0,Matched,False
181,EWORK NORDIC ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,04032183-93e5-11eb-b5f6-816dd10ac7b0,BioSite,Nordic Biosite ApS.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1253,Toldbodgade,18,,https://biosite.dk/,93.3,Matched,False
182,EWORK GROUP NORWAY AS,NO,Norway,Oslo,Oslo,ef614d16-93e4-11eb-aa66-9b8d95e2171b,Universal Music,Universal Music Group N.V.,NO,Norway,Oslo,Oslo,0180,Akersgata,34,,https://universalmusic.no/,79.1,Needs Review,True
183,EXFO Ltd.,FI,Finland,North Ostrobothnia,Oulu,3034bc10-74ad-11ed-9364-a958028bfff1,EXFO Finland Oy.,EXFO Finland Oy.,FI,Finland,North Ostrobothnia,Oulu,90590,Elektroniikkatie,2 A,,,100.0,Matched,False
184,EXIDE TECHNOLOGIES AS,NO,Norway,Viken,Ullensaker,2253d9c0-1ea3-11ee-b65c-eb6aa2a5b79c,Exide Technologies avd Bergen,,NO,Norway,Rogaland,Stavanger,4033,Maskinveien,2,,https://sonnak.com/,100.0,Matched,False
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,PK,Pakistan,,,14903104-93e5-11eb-90d2-e3355a7e800b,Al Huda Publications,Al Huda Publications pvt. Ltd. | Al-Huda Publications Pvt. Limited,PK,Pakistan,Islamabad Capital Territory,Islamabad,44000,China Road,102,https://pk.linkedin.com/company/alhudapublicationspvtltd,http://alhudapublications.org/,82.7,Needs Review,True
186,Extenda Retail AS Avd Oslo,NO,Norway,Vestfold Og Telemark,Tønsberg,5890bff3-112b-11ec-b06c-d1fadf322ad0,EXTENDA RETAIL,Re-Vision BV.,NO,Norway,Vestfold Og Telemark,Tønsberg,3157,Wirgenes Vei,19,https://www.linkedin.com/company/extenda-retail,https://44749.org/,100.0,Matched,False
187,F5 NETWORKS LIMITED,GB,United Kingdom,England,Chertsey,34faaf14-93e5-11eb-90d2-e3355a7e800b,F5 Photography Limited,F5 Photography Limited,GB,United Kingdom,England,London,,,,http://www.linkedin.com/company/f5-photography---rahul-khona,https://f5blog.co.uk/,100.0,Matched,False
188,FACEBOOK IRELAND LIMITED,IE,Ireland,Leinster,Dublin,0095c4ef-a7e8-11ef-9380-296953288b8e,Base Furnishings,Base Furnishings Ireland Limited,IE,Ireland,Leinster,Dublin,D24 TD21,,,,https://basefurnishings.ie/,100.0,Matched,False
189,Falck Danmark A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,bdc409a2-93e4-11eb-be3a-7f925cb94351,Falck Danmark,,DK,Denmark,Central Denmark Region,Aarhus,8200,Finlandsgade,17,https://www.linkedin.com/company/falck,https://www.falck.dk/,100.0,Matched,False
190,Fastbridge Malaysia Sdn Bhd,MY,Malaysia,Selangor,Petaling Jaya,4bd4a421-725b-11ec-a37c-11c248193b5d,Mall of Malaysia,Mall of Malaysia Sdn. Bhd.,MY,Malaysia,Selangor,Petaling Jaya,46100,Jalan 51A/223,no. 328,,https://mallofmalaysia.com.my/,100.0,Matched,False
191,Favro Holding AB,SE,Sweden,Uppsala County,Uppsala,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b,Favro,FAVRO AB.,SE,Sweden,Uppsala County,Uppsala,753 10,Drottninggatan,2,https://www.linkedin.com/company/favro,https://www.favro.com/,100.0,Matched,False
192,Fiberail Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,e2e59257-66d6-11ef-82dc-5501d2cdf0a4,Fiberail Sdn Bhd - Rasah,,MY,Malaysia,Negeri Sembilan,Seremban,70000,Jalan Bayan 12,49,,,100.0,Matched,False
193,Fibrecomm Network (M) Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,aade3d11-93e4-11eb-919a-b3f9a5ad205c,FIBRECOMM,Fibrecomm Network M Sdn. Bhd. | Fibre Communication Network M Sdn Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,59100,Jalan Pantai Baharu,Level 43,http://www.linkedin.com/company/fibrecomm-network,https://fibrecomm.net.my/,97.4,Matched,False
194,DANSK HALON TEKNIK ApS,DK,Denmark,Capital Region Of Denmark,Hillerød,149e2513-aac5-11ef-8555-0dd834e09bbc,Dansk Iso Teknik,Dansk Iso Teknik ApS.,DK,Denmark,Capital Region Of Denmark,Ballerup,2750,Høstbuen,17,,https://isoteknik.dk/,100.0,Matched,False
195,FORM DANMARK ApS,DK,Denmark,Central Denmark Region,Odder Municipality,44240fe3-93e5-11eb-919a-b3f9a5ad205c,Form Danmark,Form Danmark ApS.,DK,Denmark,Central Denmark Region,Odder,8300,Snærildvej,40,,http://www.formdanmark.dk/,100.0,Matched,False
196,SYKES ENTERPRISES NORWAY AS,NO,Norway,Vestland,Bergen,05a1f7e2-1b05-11ec-adb0-cd37d3ec1182,Sykes Enterprises Inc.,Sykes Enterprises Inc.,US,United States,Missouri,Chesterfield,63017,North Outer 40,14515,,,77.3,Needs Review,True
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,SG,Singapore,Central,Singapore,4b912e03-2d51-11ed-9dca-a136f2c2d761,AEC Technical Advisory,,SG,Singapore,Central,Singapore,038987,Temasek Boulevard,7,http://www.linkedin.com/company/aec-technical-advisory-singapore,https://aectechnicalsg.com/,100.0,Matched,False
198,GARTNER NORGE AS,NO,Norway,Oslo,Oslo,348a8590-fac8-11ed-b6ee-35f4a464333d,Horn Gartner As,,NO,Norway,Viken,Lier,3410,Vestsideveien,551,,,100.0,Matched,False
199,GBT TRAVEL SERVICES UK LIMITED,GB,United Kingdom,England,London,21086c90-333b-11ec-b6e9-1b9061b936a6,Complete Travel,GBT Travel Services UK Limited,NG,Nigeria,Lagos State,Ikeja,100211,Adekunle Fajuyi Way,63,,https://gbtnigeria.com/,100.0,Matched,False
200,Genex Infosys Limited,BD,Bangladesh,Dhaka Division,Dhaka,ad5ee7bb-1827-11ef-8f76-9bded2ee207d,GENEX RECYCLE LIMITED,GENEX RECYCLE LIMITED,BD,Bangladesh,Dhaka Division,Gazipur,1703,Salna Road,,,,100.0,Matched,False
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,PK,Pakistan,,,00716e81-0933-11ee-be6e-095ff0fb6228,Geo Mobile & Easypaisa Shop,,PK,Pakistan,Punjab,Burewala,78646,,,,,66.8,Unmatched,False
202,GINTEL AS,NO,Norway,Trøndelag,Trondheim,404994d0-93e5-11eb-8474-3bbe2d07207d,Gintel Norway,,NO,Norway,Trøndelag,Trondheim,7052,Otto Nielsens Veg,12,https://www.linkedin.com/company/gintel-as,https://www.gintel.com/,94.5,Matched,False
203,GLOBALCONNECT A/S,DK,Denmark,Capital Region Of Denmark,Høje-Taastrup Municipality,952db7cc-93e4-11eb-91fb-73d498260b10,GlobalConnect,,NO,Norway,Agder,Kristiansand,4611,Markens Gate,30,http://www.linkedin.com/company/dataguard-as,https://globalconnect.no/,100.0,Matched,False
204,Glory Fashions Ltd.,BD,Bangladesh,Dhaka Division,Dhaka,25475dcb-93e5-11eb-9937-4fab995bf8ff,Glory Footwear,Glory footwear Ltd.,BD,Bangladesh,Dhaka Division,Gazipur,1701,,,http://www.linkedin.com/company/glory-footwear-ltd,https://gloryfootwearltd.com/,100.0,Matched,False
205,Goecker Service A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,eb6bf704-93e4-11eb-97db-273ba5953680,Goecker since 1862,Goecker A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2400,Svanevej,24,http://www.linkedin.com/company/goecker-a-s,https://goecker.dk/,100.0,Matched,False
206,GOGIFT.COM A/S,DK,Denmark,,,b8ca3bec-93e4-11eb-9937-4fab995bf8ff,GoGift,GoGift A/S.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2500,Mosedalvej,14,https://www.linkedin.com/company/gogift,https://www.global.gogift.com/,100.0,Matched,False
207,Google Asia Pacific Pte. Ltd.,SG,Singapore,Central,Singapore,99e409e0-0769-11f0-9c21-f53b46118486,Google Asia Pacific Pte. Ltd.,Google Asia Pacific Pte. Ltd.,US,United States,Michigan,Norway,49870,5th Avenue,2143,,,100.0,Matched,False
208,Google Cloud EMEA Limited,IE,Ireland,Leinster,,9b99eb38-8535-11ed-b736-cdd032151ab1,Bon Plan Sur Mesure,Google Cloud EMEA Limited,FR,France,Ile-de-France,Saint-Brice-sous-Forêt,95350,Rue Mauléon,8,,https://www.bonplansurmesure.com/,100.0,Matched,False
209,GOOGLE COMMERCE LIMITED,IE,Ireland,,,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce Limited,Google Commerce Limited,IE,Ireland,Leinster,Dublin 4,D04 R674,Barrow Street,,,https://lespotnoir.com/,100.0,Matched,False
210,GOOGLE IRELAND LIMITED,IE,Ireland,Leinster,Dublin 4,be55a775-c4b2-11ec-af9f-718ab7b26330,Google Commerce Limited,Google Commerce Limited,IE,Ireland,Leinster,Dublin 4,D04 R674,Barrow Street,,,https://lespotnoir.com/,100.0,Matched,False
211,GRAMEENPHONE LTD,BD,Bangladesh,,,0e257043-dc98-11ef-b8b0-a1dc081da81f,Grameenphone Centre,,BD,Bangladesh,Dhaka Division,Dhaka,1215,Green Road,,,,100.0,Matched,False
212,Grassfish Denmark ApS,DK,Denmark,Central Denmark Region,Aarhus Municipality,03ae71d3-93e5-11eb-aa66-9b8d95e2171b,playscapes Denmark,Playscapes Denmark ApS.,DK,Denmark,Central Denmark Region,Aarhus,8260,Buggesgårdvej,69A,https://www.linkedin.com/company/playScapes-denmark,https://playscapes.dk/,100.0,Matched,False
213,Green Packet Berhad,MY,Malaysia,Selangor,Petaling Jaya,8f4956d2-8532-11ec-bedf-6b4991910e00,Green Packet Academy,Green Packet Academy Sdn Bhd. | Green Packet International Sdn Bhd.,MY,Malaysia,Selangor,Petaling Jaya,47301,Jalan SS 4B/2,22,http://www.linkedin.com/company/green-packet-academy,https://greenpacketacademy.com/,100.0,Matched,False
214,GreenMind A/S,DK,Denmark,Capital Region Of Denmark,Gladsaxe Municipality,7f603490-93e4-11eb-86dd-ffbd1b53140e,GreenMind Aalborg,Greenmind A/S.,DK,Denmark,Central Denmark Region,Aarhus,8000,Guldsmedgade,2,https://www.linkedin.com/company/greenmind-a-s,https://greenmind.dk/,100.0,Matched,False
215,grey advertising ( bangladesh) ltd.,BD,Bangladesh,,,fd557720-5982-11ec-a195-fb7c9849e658,Backpage PR,GREY Advertising Bangladesh Ltd.,BD,Bangladesh,Dhaka Division,Dhaka,1212,Road 128,,http://www.linkedin.com/company/backpage-pr,https://backpagepr.com/,100.0,Matched,False
216,GSM ASSOCIATION,GB,United Kingdom,England,London,b1eae542-93e4-11eb-aa66-9b8d95e2171b,GSMA Training,GSM Association,GB,United Kingdom,England,London,EC4N 8AF,Walbrook,"The Walbrook Building, 25",,https://www.gsmatraining.com/,100.0,Matched,False
217,"HARBIN COSLIGHT NEW ENERGY CO., LTD.",CN,China,Heilongjiang,Harbin,4214b8bf-1d88-11ef-a07a-c90c75a354c8,Harbin Xinju New Energy Co. Ltd.,Harbin Xinju New Energy Co. Ltd.,CN,China,Heilongjiang,Harbin,150100,,,,,100.0,Matched,False
218,HE SIKRING A/S,DK,Denmark,Capital Region Of Denmark,Furesø Municipality,88dcd0fb-f184-11ee-a23a-a1ee570f45ce,Sikring 247,,DK,Denmark,Capital Region Of Denmark,Hillerød,3320,Nygade,8,,https://sikring247.dk/,100.0,Matched,False
219,HELP Forsakring filial,SE,Sweden,,,8dbea451-93e4-11eb-a33a-a3dfba582839,HELP Försäkring,,SE,Sweden,Stockholm County,Stockholm,118 27,Magnus Ladulåsgatan,63B,http://www.linkedin.com/company/help-f%c3%b6rs%c3%a4kring,https://helpforsakring.se/,100.0,Matched,False
220,HELP FORSIKRING AS,NO,Norway,Oslo,Oslo,a90e10f4-93e4-11eb-be5a-4f810ab55f2e,HELP Forsikring,,NO,Norway,Oslo,Oslo,0368,Essendrops Gate,3,http://www.linkedin.com/company/help-forsikring-as,https://help.no/,100.0,Matched,False
221,"HELP FORSIKRING,FILIAL AF HELP FORSIKRING AS, NORGE",DK,Denmark,Capital Region Of Denmark,Copenhagen,bb79f296-93e4-11eb-86dd-ffbd1b53140e,HELP Forsikring,,DK,Denmark,Capital Region Of Denmark,Copenhagen,1401,Strandgade,12,https://www.linkedin.com/company/help-forsikring-danmark,https://helpforsikring.dk/,86.2,Matched,False
222,HERM. RASMUSSEN A/S,DK,Denmark,Central Denmark Region,Silkeborg Municipality,0f7a8714-0ca8-11ec-8056-69dcbcdd8412,Ole Rasmussen,Ole Rasmussen A/S. | Hans Rasmusssen og Sønner ApS.,DK,Denmark,Central Denmark Region,Hedensted Municipality,7130,Gammelgårdsvej,12,,https://www.or-vognmand.dk/,100.0,Matched,False
223,HEST AGENTUR AS,NO,Norway,Oslo,Oslo,19b24740-93e5-11eb-aa66-9b8d95e2171b,HEST Agentur,,NO,Norway,Oslo,Oslo,0461,Maridalsveien,87B,http://www.linkedin.com/company/hest-agentur,https://hestagentur.no/,100.0,Matched,False
224,HETEK A/S,DK,Denmark,Region Of Southern Denmark,Vejle,78c48da0-03f9-11ec-84f1-25fb92fb0b01,HETEK,,DE,Germany,Thuringia,Treffurt,99830,Unter Den Linden,1,,https://hetek.org/,100.0,Matched,False
225,Hewlett-Packard (M) Sdn Bhd,MY,Malaysia,,,50812e6c-287f-11ee-a1a1-25b0e3a879fc,Hewlett Packard Sales m Sdn. Bhd.,Hewlett Packard Sales m Sdn. Bhd.,MY,Malaysia,Penang,Bayan Lepas,11960,Lorong Mayang Pasir 5,21,http://www.linkedin.com/company/hewlett-packard-sales-m-sdn.-bhd.,,100.0,Matched,False
226,Hewlett-Packard (Thailand) Ltd.,TH,Thailand,Bangkok,Bangkok,c71f7ee3-0402-11ef-a267-5139ead7b0d4,Hewlett-Packard Thailand Company Limited,Hewlett-Packard Thailand Company Limited,TH,Thailand,Rayong Province,Klaeng,,,,,,100.0,Matched,False
227,HEWLETT-PACKARD ApS,DK,Denmark,Capital Region Of Denmark,Lillerød,571d319b-1e68-11ee-8977-f9df9a4bf47f,Hewlett-Packard ApS.,Hewlett-Packard ApS.,DK,Denmark,Central Denmark Region,Aarhus,8200,Jens Olsens Vej,9,,,100.0,Matched,False
228,HEWLETT-PACKARD NORGE AS,NO,Norway,Viken,Bærum,00bb2912-918f-11ed-b02c-eb054ee9ca4a,Linestore,,NO,Norway,Viken,Bærum,1364,Snarøyveien,55,,https://linestore.no/,76.4,Needs Review,True
229,"Hewlett Packard Singapore (Sales) Pte., Ltd.",SG,Singapore,Central,Singapore,d3c03269-e0ca-11ee-af37-875b13c328d9,Hewlett Packard Depot Rd,,SG,Singapore,Central,Singapore,178957,Trengganu Street,,,,94.0,Matched,False
230,HEWLETT-PACKARD SVERIGE AB,SE,Sweden,,,4676a351-f930-11ed-b4e8-cf8e051b3eab,Hewlett-Packard Sverige AB.,Hewlett-Packard Sverige AB.,SE,Sweden,Skåne County,Malmo,211 34,Adelgatan,21,,,100.0,Matched,False
231,"HIGH TOUCH, INC.",US,United States,California,Los Angeles,d778d926-93e4-11eb-be5a-4f810ab55f2e,High Touch Remodeling,,US,United States,California,Los Angeles,90064,West Pico Boulevard,10917,http://www.linkedin.com/company/hightouch-remodeling,https://hightouchremodeling.com/,100.0,Matched,False
232,HOLDSPORT.DK ApS,DK,Denmark,Central Denmark Region,Aarhus,acbf3216-93e4-11eb-a746-fdabd18be9c6,Holdsport,,DK,Denmark,Central Denmark Region,Aarhus,8000,Graven,3D,https://www.linkedin.com/company/holdsport,https://www.holdsport.dk/,100.0,Matched,False
233,HOPPECKE BATTERIEN GMBH & CO. KG,DE,Germany,,,4d284b47-0afe-11ec-b45f-7fdf93e89edf,Hoppecke,HOPPECKE Batterien GmbH & Co.,DE,Germany,North Rhine-Westphalia,Brilon,59929,Bontkirchener Straße,1 d,,https://www.hoppecke-history.de/,100.0,Matched,False
234,HP INC (THAILAND) COMPANY LIMITED,TH,Thailand,Bangkok,Bang Rak District,f6162cf3-5a2d-11ed-be40-7d734d234848,HP Inc Thailand Ltd.,HP Inc Thailand Ltd.,TH,Thailand,Bangkok,Bang Rak,10500,Rama IV Road,968,,,100.0,Matched,False
235,HP INC DANMARK ApS,DK,Denmark,Capital Region Of Denmark,Lillerød,e861f812-cf3e-11ed-a9e6-41f52173ea03,HP Inc Denmark ApS.,HP Inc Denmark ApS.,DK,Denmark,Capital Region Of Denmark,Lillerød,3450,Engholm Parkvej,8,,,100.0,Matched,False
236,HP NORGE AS,NO,Norway,Viken,Bærum,6fb6df80-918f-11ed-9198-5108792e5842,HP Norge,,NO,Norway,Viken,Bærum,1364,Rolfsbuktveien,4A,,https://hp-norge.no/,100.0,Matched,False
237,Hp Pps Sales Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,HP PPS Sales Sdn Bhd.,HP PPS Sales Sdn Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,50490,Jalan Gelenggang,12,,https://hp-aipcvideocontest.com/,100.0,Matched,False
238,HP PPS SINGAPORE (SALES) PTE. LTD.,SG,Singapore,Central,Bukit Merah,28cb5283-f474-11ec-9207-43fec1f49158,GG Playfest,HP PPS SINGAPORE SALES PTE. LTD.,SG,Singapore,Central,Singapore,039593,Raffles Boulevard,1,,https://ggplayfest.com/,100.0,Matched,False
239,HUAWEI INTERNATIONAL PTE. LTD.,SG,Singapore,,,81727301-2350-11ec-be87-a3acfe0d4893,Huawei Enterprise,Huawei International Pte Ltd.,SG,Singapore,Southeast,,486066,Changi Business Park Central 2,51,,,100.0,Matched,False
240,Huawei Technologies (Bangladesh) Limited.,BD,Bangladesh,,,b51941d7-93e4-11eb-a746-fdabd18be9c6,Shahidul Islam Sarker,Huawei Technologies Bangladesh Ltd.,BD,Bangladesh,Dhaka Division,Dhaka,,,,,http://www.shahidulsarker.com/,100.0,Matched,False
241,HUAWEI TECHNOLOGIES (DENMARK) ApS,DK,Denmark,Capital Region Of Denmark,Copenhagen,3821892f-0c58-11ec-a1e5-5b23ac48a38b,Xplora Technologies Denmark,Xplora Technologies Denmark ApS. | Xplora Technologies Ltd.,DK,Denmark,Capital Region Of Denmark,Copenhagen,2300,Njalsgade,76,https://www.linkedin.com/company/xplora-tech,https://xplora.dk/,100.0,Matched,False
242,Huawei Technologies (Malaysia) Sdn. Bhd.,MY,Malaysia,Kuala Lumpur,Kuala Lumpur,d1f254fa-3611-11ef-9835-ff7539eae427,Huawei Technologies East Malaysia Office,,MY,Malaysia,Sarawak,Kuching,93450,Jalan Pending,,,,100.0,Matched,False
243,"HUAWEI TECHNOLOGIES (THAILAND) CO., LTD.",TH,Thailand,Bangkok,Bangkok,98a3b367-2d1d-11ed-bff5-21b6c2658068,Huawei Technologies Thailand Co Ltd.,Huawei Technologies Thailand Co Ltd.,TH,Thailand,Bangkok,,,,,,https://www.transformex.org/,100.0,Matched,False
244,HUAWEI TECHNOLOGIES NORWAY AS,NO,Norway,Viken,Bærum,fea798e2-1afc-11ec-9308-05476ec24aab,Huawei Technologies Norway AS,,NO,Norway,Viken,Bærum,1364,Rolfsbuktveien,4C,,,100.0,Matched,False
245,HUAWEI TECHNOLOGIES PAKISTAN (PRIVATE) LIMITED,PK,Pakistan,Islamabad Capital Territory,Islamabad,f1ac0063-93e4-11eb-8ad6-7326edce8d21,Inspire Institute of Technologies Pakistan Pvt-Ltd,Technologies Pakistan SMC Pvt Ltd.,PK,Pakistan,Punjab,Rawalpindi,23451,,,http://www.linkedin.com/company/inspire-institute-of-technologies-pakistan-pvt-ltd-,https://iitpakistan.com.pk/,100.0,Matched,False
246,Huawei Technologies Sweden AB,SE,Sweden,,,d15378e1-04d0-11ec-a6a3-7d13d87fe979,Future of Wireless,Huawei Technologies Sweden AB.,SE,Sweden,Stockholm County,Stockholms Kommun,164 40,Skalholtsgatan,9-11,https://www.linkedin.com/company/huawei,https://futureofwireless.eu/,100.0,Matched,False
247,HUBER+SUHNER A/S,DK,Denmark,Capital Region Of Denmark,Furesø Municipality,7d5aecb0-1b05-11ec-88d5-df9161de908b,Huber Suhner A/S.,Huber Suhner A/S.,DK,Denmark,Capital Region Of Denmark,Værløse,3500,Kirke Værløsevej,14,,,100.0,Matched,False
248,Huber+Suhner AG,CH,Switzerland,Appenzell Ausserrhoden,Herisau,30069d60-1403-11ec-a8a5-7542bec9389d,Huber Suhner AG,,CH,Switzerland,Zurich,Pfäffikon,8330,Tumbelenstrasse,20,,http://exhubersuhner.ch/,100.0,Matched,False
249,HUBER+SUHNER ELECTRONICS PRIVATE LIMITED,IN,India,Delhi,New Delhi,6e3a4071-93e4-11eb-be3a-7f925cb94351,HUBER SUHNER Polatis Limited sp.z o.o.,HUBER SUHNER Polatis Limited sp.z o.o. | polatis inc.,GB,United Kingdom,England,Cambridge,CB4 0WN,Science Park,332,https://www.linkedin.com/company/polatis,https://www.polatis.com/,46.8,Unmatched,False
250,Hum Network Limited,PK,Pakistan,Sindh,Saddar Town,395074a2-93e5-11eb-a746-fdabd18be9c6,Hum Network,HUM Network Limited | I-Television Network Limited,PK,Pakistan,Sindh,Karachi Division,,,,http://www.linkedin.com/company/hum-network-ltd,https://www.humnetwork.tv/,100.0,Matched,False
251,Human Edge Management AG,CH,Switzerland,Basel-City,Basel,14161f0e-93e5-11eb-97db-273ba5953680,Human Edge,,CH,Switzerland,Basel-City,Basel,4059,Faidostrasse,9,https://www.linkedin.com/company/human-edge-ag,http://human-edge.com/,100.0,Matched,False
252,Hydro Energi AS,NO,Norway,Oslo,Oslo,f035adb0-d13e-11ec-a4fa-c3f40e4b757a,Hydro Rein,,NO,Norway,Oslo,Oslo,0283,Drammensveien,264,https://www.linkedin.com/company/hydrorein,https://www.hydrorein.com/,80.0,Needs Review,True
253,IBM DANMARK A/S,DK,Denmark,,,8ad09611-fc12-11ed-a82c-670b3ac56cdb,Klubben,Klubben C O IBM Danmark ApS.,DK,Denmark,Capital Region Of Denmark,Copenhagen,1357,,,,https://klubben-danmark.dk/,82.9,Needs Review,True
254,Idemia France SAS,FR,France,,,33e93227-8a9a-11ec-8f0a-eb02b2415b08,IDEMIA France SAS.,IDEMIA France SAS.,FR,France,Ile-de-France,Courbevoie,92400,Place Samuel De Champlain,2,,https://www.bioscrypt.com/,100.0,Matched,False
255,OBERTHUR TECHNOLOGIES NORWAY AS,NO,Norway,Rogaland,Stavanger,03831c14-93e5-11eb-a33a-a3dfba582839,Oberthur Technologies,Paris Oberthur Technologies S.A.,FR,France,Ile-de-France,Paris,,,,http://www.linkedin.com/company/oberthurtechnologies,https://www.oberthur.com/,80.8,Needs Review,True
256,"IKANO BANK, FILIAL AF IKANO BANK AB (PUBL), SVERIGE",DK,Denmark,Capital Region Of Denmark,Glostrup,5b5ec89c-aab9-11ef-8c37-f97fe3d0526b,Ikano Bank Leasing,,DK,Denmark,Capital Region Of Denmark,Glostrup,2600,Stationsparken,24,,https://www.vinnuleasing.fo/,86.2,Matched,False
257,Imi Mobile Vas Limited,BD,Bangladesh,,,d17fb890-2507-11ec-af5c-e506962f8a3b,Bangla Trac Miaki Vas Limited,Bangla Trac Miaki Vas Limited,BD,Bangladesh,Dhaka Division,Dhaka,1215,Kallyanpur Main Road,68,,,83.8,Needs Review,True
258,IMIMOBILE EUROPE LIMITED,GB,United Kingdom,England,London,25bf4898-a69a-11ec-9108-57519746fb39,IMI Mobile VAS Ltd FZE,IMImobile Canada Inc. | IMImobile Europe Ltd.,GB,United Kingdom,England,London,EC1M 4BH,St. John's Lane,5,,,100.0,Matched,False
259,INDEPENDENT MEDIA CORPORATION (PRIVATE) LIMITED.,PK,Pakistan,Sindh,Karachi,c2a15e50-d5c4-11ee-b607-b56d5b475a9b,Independent Pak Media,,PK,Pakistan,Punjab,Gojra,38100,,,,,85.6,Matched,False
260,INFINERA CORPORATION,US,United States,California,San Jose,3eb2bbab-17c0-11f0-af94-ddfd1c46b53d,INFINERA CORP,INFINERA CORP,US,United States,California,San Jose,95119,San Ignacio Avenue,6373,,https://www.infinerac.xyz/,100.0,Matched,False
261,INFOMEDIA A/S,DK,Denmark,Capital Region Of Denmark,Copenhagen,fceed830-93e4-11eb-8ad6-7326edce8d21,Infomedia,Infomedia Sweden AB. | Infomedia A/S.,SE,Sweden,Stockholm County,Stockholm,113 58,Tegnérgatan,8,https://www.linkedin.com/company/infomediasweden,https://infomedia.se/,100.0,Matched,False
262,INFOSYS LIMITED,IN,India,Karnataka,Bengaluru,dcc5e190-22df-11ec-817c-6169a8cec47d,Infosys Limited,Infosys Limited,IN,India,Karnataka,Bengaluru,560003,Sampige Road,405,,,100.0,Matched,False
263,Ingram Micro Mobility Sweden AB,SE,Sweden,,,23bb110e-49a8-11ef-b831-79711486170a,INGRAM MICRO NORDIC LOGISTICS AB.,INGRAM MICRO NORDIC LOGISTICS AB.,SE,Sweden,Västra Götaland County,Borås,503 31,,,http://www.linkedin.com/company/ingram-micro-nordic-logistics-ab,,82.1,Needs Review,True
264,inlumi ApS,DK,Denmark,Capital Region Of Denmark,Ballerup Municipality,72c0cb60-0a5c-11ed-93fa-95e7af8bdf7c,InLumi DOT,,DK,Denmark,Region Of Southern Denmark,Assens Municipality,5610,Blomstervænget,23,,https://inlumidot.dk/,100.0,Matched,False
265,INSIDER SECURITY PTE. LTD.,SG,Singapore,Central,Singapore,b99023f2-93e4-11eb-a33a-a3dfba582839,InsiderSecurity,Insider Security Pte Ltd.,SG,Singapore,Southwest,,609930,International Business Park,2,https://www.linkedin.com/company/insider-security,https://insidersecurity.co/,100.0,Matched,False
266,INTEGRITY RISK INTERNATIONAL LLC,US,United States,Virginia,Reston,f9c18db0-6cd8-11ec-bec8-fd52788929e8,Aligned Integrity International,,US,United States,Virginia,Hanover County,23059,Colonial Estates Circle,3372,http://www.linkedin.com/company/aligned-integrity-international,http://alignedintegrity.com/,100.0,Matched,False
